1.collectionobject.catalogNumber,1.collectionobject.projectNumber,"1,9-determinations,4.taxon.Life","1,9-determinations,4.taxon.Kingdom","1,9-determinations,4.taxon.Phylum","1,9-determinations,4.taxon.Class","1,9-determinations,4.taxon.Order","1,9-determinations,4.taxon.Suborder","1,9-determinations,4.taxon.Infraorder","1,9-determinations,4.taxon.Superfamily","1,9-determinations,4.taxon.Family","1,9-determinations,4.taxon.Subfamily","1,9-determinations,4.taxon.Tribe","1,9-determinations,4.taxon.Genus","1,9-determinations,4.taxon.Subgenus","1,9-determinations,4.taxon.Species","1,9-determinations,4.taxon.Subspecies","1,9-determinations,4.taxon.fullName","1,10,2,3.geography.Continent","1,10,2,3.geography.Country","1,10,2,3.geography.State","1,10,2,3.geography.County","1,10,2,3.geography.fullName","1,10,2.locality.localityName","1,10,2.locality.latitude1","1,10,2.locality.longitude1","1,10.collectingevent.startDate","1,10.collectingevent.endDate"
ZMB_Orth_BTliatenHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Conocephalinae,Agraeciini,Liara,,tenebra,,"Liara tenebra Ingrisch, 1998",Asia,?,Sumatra,,"Sumatra, ?, Asia",Deli,,,,
ZMB_Orth_BTlicconHTF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pleminiini,Lichenochrus,,congicus,,"Lichenochrus congicus Rehn, 1914",Africa,Democratic Republic of the Congo,,,"Democratic Republic of the Congo, Africa",primary forest 90 km west of Albert-Edward-Nyanza,,,,
ZMB_Orth_BTliccraS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pleminiini,Lichenochrus,,crassipes,,"Lichenochrus crassipes Karsch, 1890",Africa,Cameroon,Centre-Sud,,"Centre-Sud, Cameroon, Africa",Kribi,2.9500000000,9.9166666667,01.12.1888,31.12.1888
ZMB_Orth_BTlioaduS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pseudophyllini,Liocentrum,,aduncum,,"Liocentrum aduncum Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BTlioaduS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pseudophyllini,Liocentrum,,aduncum,,"Liocentrum aduncum Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BTlioaduS03,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pseudophyllini,Liocentrum,,aduncum,,"Liocentrum aduncum Karsch, 1891",Africa,Gabon,,,"Gabon, Africa",Sibangefarm near Gaboon,,,,
ZMB_Orth_BTliominHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Holochlorini,Liotrachela,,minuta,,"Liotrachela minuta Brunner v. Wattenwyl, 1878",Asia,Philippines,,,"Philippines, Asia",Luzon,,,,
ZMB_Orth_BTmachygHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Dysoniini,Apolinaria,,hygracantha,,"Apolinaria hygracantha (Karsch, 1896)",South America,Colombia,,,"Colombia, South America",Colombia,,,,
ZMB_Orth_BTmacmarHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Macedna,,martini,,"Macedna martini Karsch, 1891",Asia,Indonesia,Sumatera Utara [North Sumatra],,"Sumatera Utara [North Sumatra], Indonesia, Asia",Deli,,,,
ZMB_Orth_BTmacxxxS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Dysoniini,Apolinaria,,hygracantha,,"Apolinaria hygracantha (Karsch, 1896)",South America,Bolivia,,,"Bolivia, South America",Yungas de la Paz,,,,
ZMB_Orth_BTmacxxxS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Dysoniini,Apolinaria,,hygracantha,,"Apolinaria hygracantha (Karsch, 1896)",South America,Colombia,,,"Colombia, South America",Bogota,,,,
ZMB_Orth_BTmadlibS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Hetrodinae,Eugastrini,Madiga,,liberiana,,"Madiga liberiana La Baume, 1911",Africa,Liberia,,,"Liberia, Africa",Liberia,,,,
ZMB_Orth_BTmadlibS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Hetrodinae,Eugastrini,Madiga,,liberiana,,"Madiga liberiana La Baume, 1911",Africa,Liberia,,,"Liberia, Africa",Liberia,,,,
ZMB_Orth_BTmadtalS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Hetrodinae,Eugastrini,Madiga,,talpa,,"Madiga talpa (Gerstaecker, 1869)",Africa,,,,Africa,Aruscha,,,01.10.1862,31.10.1862
ZMB_Orth_BTmadverS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Hetrodinae,Eugastrini,Madiga,,verruciferus,,"Madiga verruciferus (Karsch, 1887)",Africa,Kenya,,,"Kenya, Africa",Mombasa,-4.0500000000,39.6666666667,01.12.1876,31.12.1876
ZMB_Orth_BTmascraLTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Simoderini,Mastigapha,,crassicornis,,"Mastigapha crassicornis Karsch, 1891",Oceania,Australia,,,"Australia, Oceania",3396 = Nov. Holl.,,,,
ZMB_Orth_BTmascraS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Simoderini,Mastigapha,,crassicornis,,"Mastigapha crassicornis Karsch, 1891",Oceania,Australia,,,"Australia, Oceania",3396 = Nov. Holl.,,,,
ZMB_Orth_BTmatgraS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pseudophyllini,Zabalius,,granulicollis =,,"Zabalius granulicollis = Karsch, 1890",Africa,Cameroon,Centre-Sud,,"Centre-Sud, Cameroon, Africa",Kribi,2.9500000000,9.9166666667,01.12.1888,31.12.1888
ZMB_Orth_BTmatgraS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pseudophyllini,Zabalius,,granulicollis =,,"Zabalius granulicollis = Karsch, 1890",Africa,Ghana,,,"Ghana, Africa",Bismarckburg,8.1833333333,0.6833333333,25.06.1889,
ZMB_Orth_BTmatlonS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pseudophyllini,Zabalius,,longipennis =,,"Zabalius longipennis = Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BTmecdifHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Mecopodinae,,Vetralla,,difformis =,,"Vetralla difformis = Karsch, 1886",Asia,Sri Lanka,,,"Sri Lanka, Asia",Sri Lanka,,,,
ZMB_Orth_BTmeclatF01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Mecopodinae,Mecopodini,Anoedopoda,,latipennis =,,"Anoedopoda latipennis = Burmeister, H., 1838",Africa,South Africa,,,"South Africa, Africa",Port Natal,,,,
ZMB_Orth_BTmeginsS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Trigonocoryphini,Megotoessa,,insulana,,"Megotoessa insulana Karsch, 1888",Africa,Madagascar,,,"Madagascar, Africa",South Central Madacascar,,,,
ZMB_Orth_BTmeimicHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Listroscelidinae,Phisidini,Meiophisis,,micropennis,,"Meiophisis micropennis Jin, 1992",Oceania,Papua New Guinea,East Sepik,,"East Sepik, Papua New Guinea, Oceania","Kaiserin Augustafluß Expedition 293, Hunsteinspitze",-4.4000000000,142.8666666667,07.03.1913,
ZMB_Orth_BTmeimicP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Listroscelidinae,Phisidini,Meiophisis,,micropennis,,"Meiophisis micropennis Jin, 1992",Oceania,Papua New Guinea,,,"Papua New Guinea, Oceania","Neu Guinea, Kaiserin Augustafluß Expedition 283, Hunsteinspitze",-4.4000000000,142.8666666667,01.03.1913,
ZMB_Orth_BTmeimicP02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Listroscelidinae,Phisidini,Meiophisis,,micropennis,,"Meiophisis micropennis Jin, 1992",Oceania,Papua New Guinea,,,"Papua New Guinea, Oceania","Neu Guinea, Kaiserin Augustafluß Expedition 291, Hunsteinspitze",-4.4000000000,142.8666666667,06.03.1913,
ZMB_Orth_BTmetoerS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Metaplastes,,oertzeni,,"Metaplastes oertzeni (Brunner v. Wattenwyl, 1891)",Europe,Greece,,,"Greece, Europe","Morea, Kumani",,,,
ZMB_Orth_BTmetoerS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Metaplastes,,oertzeni,,"Metaplastes oertzeni (Brunner v. Wattenwyl, 1891)",Europe,Greece,,,"Greece, Europe","Morea, Kumani",,,,
ZMB_Orth_BTmetornHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Metaplastes,,ornatus,,"Metaplastes ornatus (Ramme, 1931)",Europe,Greece,Greece (northwest),,"Greece (northwest), Greece, Europe",Janina (Saiada) [Ioannina] and Merovo,39.6666666667,20.8833333333,20.07.1903,26.07.1903
ZMB_Orth_BTmickarATF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Micromon,,karabagi,,"Micromon karabagi Ramme, 1942",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Tuz-göl [Tuz Gölü],38.7500000000,33.4166666667,28.05.1941,
ZMB_Orth_BTmickarHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Barbitistini,Micromon,,karabagi,,"Micromon karabagi Ramme, 1942",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Tuz-göl [Tuz Gölü],38.7500000000,33.4166666667,28.05.1941,
ZMB_Orth_BTmicspiHTF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pseudophyllini,Micta,,spinulosa,,"Micta spinulosa Karsch, 1896",Africa,,,,Africa,Togo Misahöhe,7.0000000000,0.5833333333,01.10.1894,
ZMB_Orth_BTmoddofS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Modestana,dofleini =,,"Platycleis Modestana dofleini = (Ramme, 1926)",Europe,Macedonia,,,"Macedonia, Europe","Kobiliza, Shar Dagh [= Shar Planina]",42.1000000000,20.8666666667,01.08.1917,31.08.1917
ZMB_Orth_BTmoddofS03,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Modestana,dofleini =,,"Platycleis Modestana dofleini = (Ramme, 1926)",Europe,Macedonia,,,"Macedonia, Europe","Kobiliza, Shar Dagh [= Shar Planina]",42.1000000000,20.8666666667,01.08.1917,31.08.1917
ZMB_Orth_BTmoddofS04,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Modestana,dofleini =,,"Platycleis Modestana dofleini = (Ramme, 1926)",Europe,Macedonia,,,"Macedonia, Europe","Kobiliza, Shar Dagh [= Shar Planina]",42.1000000000,20.8666666667,01.08.1917,31.08.1917
ZMB_Orth_BTmoddofS05,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Modestana,dofleini =,,"Platycleis Modestana dofleini = (Ramme, 1926)",Europe,Macedonia,,,"Macedonia, Europe","Kobiliza, Shar Dagh [= Shar Planina]",42.1000000000,20.8666666667,01.08.1917,31.08.1917
ZMB_Orth_BTmodebnS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Modestana,dofleini =,,"Platycleis Modestana dofleini = (Ramme, 1926)",Europe,Macedonia,,,"Macedonia, Europe",Tetovo,42.0166666667,20.9666666667,01.08.1917,31.08.1917
ZMB_Orth_BTmonarmS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Montana,armeniaca,,"Platycleis Montana armeniaca (Ramme, 1930)",Asia,Armenia,,,"Armenia, Asia",Jelenowka [= Sevan or village nearby] at Goktschasee [= ozero Sevan],40.5666666667,44.9500000000,31.08.1927,
ZMB_Orth_BTmonarmS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Montana,armeniaca,,"Platycleis Montana armeniaca (Ramme, 1930)",Asia,Armenia,,,"Armenia, Asia",Jelenowka [= Sevan or village nearby] at Goktschasee [= ozero Sevan],40.5666666667,44.9500000000,31.08.1927,
ZMB_Orth_BTmondagS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Montana,daghestanica,,"Platycleis Montana daghestanica Uvarov, 1917",Europe,Russia,Dagestan,,"Dagestan, Russia, Europe","Caucasus, Gunib district, vicinity of Gocob",42.4166666667,46.9500000000,26.07.1916,
ZMB_Orth_BTmondagS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Montana,daghestanica,,"Platycleis Montana daghestanica Uvarov, 1917",Europe,Russia,Dagestan,,"Dagestan, Russia, Europe","Caucasus, Gunib district, vicinity of Gocob",42.4166666667,46.9500000000,26.07.1916,
ZMB_Orth_BTmoneleATM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Montana,elegans,,"Platycleis Montana elegans (Uvarov, 1934)",Asia,Turkey,Anatolia (central),,"Anatolia (central), Turkey, Asia",Huseyin Gazi Dagi near Ankara,,,26.06.1941,
ZMB_Orth_BTmonheiATF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Montana,heinrichi,,"Platycleis Montana heinrichi Ramme, 1929",Asia,Iran,,,"Iran, Asia","Elburs, Kiasar [Kiassar]",36.2666666667,53.3333333333,16.07.1927,
ZMB_Orth_BTmonheiHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Montana,heinrichi,,"Platycleis Montana heinrichi Ramme, 1929",Asia,Iran,,,"Iran, Asia","Elburs, Kiasar [Kiassar]",36.2666666667,53.3333333333,16.07.1927,
ZMB_Orth_BTmonlatS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Monteiroa,,latifrons,,"Monteiroa latifrons Karsch, 1888",Africa,Mozambique,,,"Mozambique, Africa",Delagoabai,,,,
ZMB_Orth_BTmonlatS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Monteiroa,,latifrons,,"Monteiroa latifrons Karsch, 1888",Africa,Mozambique,,,"Mozambique, Africa",Delagoabai,,,,
ZMB_Orth_BTmontiaP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Montana,tianshanica,,"Platycleis Montana tianshanica (Uvarov, 1933)",Asia,China,,,"China, Asia","Tien-Shan, Hai-na-li",,,,
ZMB_Orth_BTmontiaP02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Tettigoniinae,Platycleidini,Platycleis,Montana,tianshanica,,"Platycleis Montana tianshanica (Uvarov, 1933)",Asia,China,,,"China, Asia",Fu-schi-si,,,01.01.1928,31.12.1928
ZMB_Orth_BTmorclaS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pleminiini,Mormotus,,clavaticercus,,"Mormotus clavaticercus Karsch, 1891",Africa,Sierra Leone,,,"Sierra Leone, Africa",Sierra Leone,,,,
ZMB_Orth_BTmorclaS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pleminiini,Mormotus,,clavaticercus,,"Mormotus clavaticercus Karsch, 1891",Africa,Sierra Leone,,,"Sierra Leone, Africa",Sierra Leone,,,,
ZMB_Orth_BTmorhamHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Morgenia,,hamuligera,,"Morgenia hamuligera Karsch, 1890",Africa,Cameroon,Centre-Sud,,"Centre-Sud, Cameroon, Africa",Kribi,2.9500000000,9.9166666667,01.12.1888,31.12.1888
ZMB_Orth_BTmorhamM02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Morgenia,,hamuligera,,"Morgenia hamuligera Karsch, 1890",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BTmorhamM06,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Morgenia,,hamuligera,,"Morgenia hamuligera Karsch, 1890",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BTmormelHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Morgenia,,melica,,"Morgenia melica Karsch, 1893",Africa,Cameroon,,,"Cameroon, Africa",Victoria,,,,
ZMB_Orth_BTmorrasF01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pleminiini,Mormotus,,rastricercus,,"Mormotus rastricercus Karsch, 1891",,,,,Earth,Accra,,,,
ZMB_Orth_BTmorrasHTM,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pleminiini,Mormotus,,rastricercus,,"Mormotus rastricercus Karsch, 1891",Africa,Liberia,,,"Liberia, Africa",Liberia,,,,
ZMB_Orth_BTmotmodS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Phaneropterini,Montezumina,,modesta,,"Montezumina modesta (Brunner v. Wattenwyl, 1878)",North America,United States,,,"United States, North America",Carolina,,,,
ZMB_Orth_BTmuseurHTF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Pseudophyllinae,Pseudophyllini,Mustius,,eurypterus,,"Mustius eurypterus Karsch, 1896",Africa,Cameroon,Southeast Cameroon,,"Southeast Cameroon, Cameroon, Africa",Lolodorf,,,,
ZMB_Orth_BTmylstiHTF,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Myllocentrum,,stigmosum,,"Myllocentrum stigmosum (Karsch, 1896)",Africa,Cameroon,Southeast Cameroon,,"Southeast Cameroon, Cameroon, Africa",Lolodorf,,,,
ZMB_Orth_BTneolonP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Listroscelidinae,Phisidini,Neophisis,Neophisis,longistylata,,"Neophisis Neophisis longistylata Jin, 1992",Oceania,Papua New Guinea,,,"Papua New Guinea, Oceania","Neu Guinea, Kaiserin Augustafluß Expedition 241, Hauptlager bei Malu",-4.2333333333,142.8500000000,18.01.1913,
ZMB_Orth_BTneophyP01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Listroscelidinae,Phisidini,Neophisis,Neophisis,phymacercata,,"Neophisis Neophisis phymacercata Jin, 1992",Oceania,Papua New Guinea,,,"Papua New Guinea, Oceania","Neu Guinea, Kaiserin Augustafluß Expedition 218, Lordberg",-4.6333333333,142.6166666667,29.11.1912,02.12.1912
ZMB_Orth_BTodoglaS01,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Odonturini,Odontura,Odontura,glabricauda,,"Odontura Odontura glabricauda (Charpentier, 1825)",Europe,,,,Europe,Lusitania [Iberian Peninsula],,,,
ZMB_Orth_BTodoglaS02,,Life,Animalia,Chordata,Insecta,Orthoptera,Ensifera,,Tettigonioidea,Tettigoniidae,Phaneropterinae,Odonturini,Odontura,Odontura,glabricauda,,"Odontura Odontura glabricauda (Charpentier, 1825)",Europe,,,,Europe,Lusitania [Iberian Peninsula],,,,
ZMB_Orth_BtonA149101,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,albomarginatus,albomarginatus,"Chorthippus albomarginatus albomarginatus (De Geer, 1773)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Oranienburg, Mühlenbecker Wald",,,26.08.1973,
ZMB_Orth_BtonA14911,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,apricarius,apricarius,"Chorthippus apricarius apricarius (Linnaeus, 1758)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Berlin-Pankow, bei Blankenfelde",,,25.08.1973,
ZMB_Orth_BtonA149161,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,apricarius,apricarius,"Chorthippus apricarius apricarius (Linnaeus, 1758)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Oranienburg, Mühlenbecker Wald",,,26.08.1973,
ZMB_Orth_BtonA149171,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Myrmeleotettix,,maculatus,maculatus,"Myrmeleotettix maculatus maculatus (Thunberg, 1815)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Oranienburg, Mühlenbecker Wald",,,26.08.1973,
ZMB_Orth_BtonA149181,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Chrysochraontini,Chrysochraon,,dispar,dispar,"Chrysochraon dispar dispar (Germar, 1831)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Oranienburg, Mühlenbecker Wald",,,26.08.1973,
ZMB_Orth_BtonA14921,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,apricarius,apricarius,"Chorthippus apricarius apricarius (Linnaeus, 1758)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Berlin-Pankow, bei Blankenfelde",,,25.08.1973,
ZMB_Orth_BtonA149212,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,mollis,mollis,"Chorthippus mollis mollis (Charpentier, 1825)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Oranienburg, Mönchmühle",,,08.09.1973,
ZMB_Orth_BtonA149292,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,apricarius,apricarius,"Chorthippus apricarius apricarius (Linnaeus, 1758)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Berlin-Pankow, bei Blankenfelde",,,09.09.1973,
ZMB_Orth_BtonA149302,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Acridinae,Parapleurini,Stethophyma,,grossum,,"Stethophyma grossum (Linnaeus, 1758)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Berlin-Pankow, bei Blankenfelde",,,09.09.1973,
ZMB_Orth_BtonA14931,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,biguttulus,biguttulus,"Chorthippus biguttulus biguttulus (Linnaeus, 1758)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Oranienburg, bei Blankenfelde",,,26.08.1973,
ZMB_Orth_BtonA14941,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,brunneus,brunneus,"Chorthippus brunneus brunneus (Thunberg, 1815)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Oranienburg, bei Blankenfelde",,,26.08.1973,
ZMB_Orth_BtonA14951,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Myrmeleotettix,,maculatus,maculatus,"Myrmeleotettix maculatus maculatus (Thunberg, 1815)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Oranienburg, bei Blankenfelde",,,26.08.1973,
ZMB_Orth_BtonA14961,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,,biguttulus,biguttulus,"Chorthippus biguttulus biguttulus (Linnaeus, 1758)",Europe,Germany,Berlin,,"Berlin, Germany, Europe","Oranienburg, bei Blankenfelde",,,26.08.1973,
