1.collectionobject.catalogNumber,1.collectionobject.projectNumber,"1,9-determinations,4.taxon.Life","1,9-determinations,4.taxon.Kingdom","1,9-determinations,4.taxon.Phylum","1,9-determinations,4.taxon.Class","1,9-determinations,4.taxon.Order","1,9-determinations,4.taxon.Suborder","1,9-determinations,4.taxon.Infraorder","1,9-determinations,4.taxon.Superfamily","1,9-determinations,4.taxon.Family","1,9-determinations,4.taxon.Subfamily","1,9-determinations,4.taxon.Tribe","1,9-determinations,4.taxon.Genus","1,9-determinations,4.taxon.Subgenus","1,9-determinations,4.taxon.Species","1,9-determinations,4.taxon.Subspecies","1,9-determinations,4.taxon.fullName","1,10,2,3.geography.Continent","1,10,2,3.geography.Country","1,10,2,3.geography.State","1,10,2,3.geography.County","1,10,2,3.geography.fullName","1,10,2.locality.localityName","1,10,2.locality.latitude1","1,10,2.locality.longitude1","1,10.collectingevent.startDate","1,10.collectingevent.endDate"
ZMB_Orth_BA000064S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Romaleidae,Bactrophorinae,Taeniophorini,Megacephalacris,,pugnax,cordobae,"Megacephalacris pugnax cordobae Descamps & Amedegnato, 1971",South America,Colombia,Dept. Cordoba,,"Dept. Cordoba, Colombia, South America",Hacienda El Torno de Matamoros betw. Monteira and Tierra Alta,,,05.01.1968,
ZMB_Orth_BA000065S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Romaleidae,Bactrophorinae,Taeniophorini,Megacheilacris,,graminicola,,"Megacheilacris graminicola (Descamps & Amedegnato, 1971)",South America,Colombia,Dept. Putumayo,,"Dept. Putumayo, Colombia, South America",between El Mirador and Pepino,,,08.11.1968,
ZMB_Orth_BA000065S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Romaleidae,Bactrophorinae,Taeniophorini,Megacheilacris,,graminicola,,"Megacheilacris graminicola (Descamps & Amedegnato, 1971)",South America,Colombia,Dept. Putumayo,,"Dept. Putumayo, Colombia, South America",between El Mirador and Pepino,,,08.11.1968,
ZMB_Orth_BA000066S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Romaleidae,Bactrophorinae,Taeniophorini,Megacheilacris,,bullifemur,bullifemur,"Megacheilacris bullifemur bullifemur (Descamps & Amedegnato, 1971)",South America,Colombia,Dept. Narino la Florida pasto,,"Dept. Narino la Florida pasto, Colombia, South America",Dept. Narino la Florida pasto,,,24.11.1968,
ZMB_Orth_BA000066S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Romaleidae,Bactrophorinae,Taeniophorini,Megacheilacris,,bullifemur,bullifemur,"Megacheilacris bullifemur bullifemur (Descamps & Amedegnato, 1971)",South America,Colombia,Dept. Narino la Florida pasto,,"Dept. Narino la Florida pasto, Colombia, South America",Dept. Narino la Florida pasto,,,24.11.1968,
ZMB_Orth_BA000067S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Romaleidae,Bactrophorinae,Taeniophorini,Taeniophora,,acanthopus,,"Taeniophora acanthopus (Gerstaecker, 1873)",South America,Ecuador,,,"Ecuador, South America",Guayaquil,,,,
ZMB_Orth_BA000068S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Romaleidae,Bactrophorinae,Taeniophorini,Taeniophora,,nitida,nitida,"Taeniophora nitida nitida Descamps & Amedegnato, 1971",South America,Colombia,Dept. Narino,,"Dept. Narino, Colombia, South America",entre Estriella Tumaco et Camp experimental de I.F.A.,,,19.11.1968,
ZMB_Orth_BA000068S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Romaleidae,Bactrophorinae,Taeniophorini,Taeniophora,,nitida,nitida,"Taeniophora nitida nitida Descamps & Amedegnato, 1971",South America,Colombia,Dept. Narino,,"Dept. Narino, Colombia, South America",entre Estriella Tumaco et Camp experimental de I.F.A.,,,19.11.1968,
ZMB_Orth_BA000069S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Romaleidae,Bactrophorinae,Taeniophorini,Taeniophora,,carinipes,,"Taeniophora carinipes (Gerstaecker, 1873)",South America,Colombia,,,"Colombia, South America",Bogota,,,,
ZMB_Orth_BA000070S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,Oxyini,Quilta,,mitrata,,"Quilta mitrata (Stal, 1860)",Oceania,Australia,,,"Australia, Oceania",Cocos Keeling Islands,-12.1666666667,96.9166666667,,
ZMB_Orth_BA000070S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,Oxyini,Quilta,,mitrata,,"Quilta mitrata (Stal, 1860)",Oceania,Australia,,,"Australia, Oceania",Cocos Keeling Islands,-12.1666666667,96.9166666667,,
ZMB_Orth_BA000071S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,Oxyini,Gesonula,,recticercus,,"Gesonula recticercus (Sjostedt, 1920)",Oceania,Australia,Queensland,,"Queensland, Australia, Oceania",Cap York Pernins.,,,,
ZMB_Orth_BA000071S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,Oxyini,Gesonula,,recticercus,,"Gesonula recticercus (Sjostedt, 1920)",Oceania,Australia,Queensland,,"Queensland, Australia, Oceania",Cap York Pernins.,,,,
ZMB_Orth_BA000072S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Hemiacridinae,,Glauningia,,macrocephala,,"Glauningia macrocephala Ramme, 1929",Africa,Cameroon,Sud-Ouest,,"Sud-Ouest, Cameroon, Africa","Ossidinge, Cross River",4.7000000000,8.3500000000,10.11.1901,20.11.1901
ZMB_Orth_BA000073S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Digentia,,karnyi,,"Digentia karnyi (Ramme, 1929)",Africa,Democratic Republic of the Congo,Bandundu,,"Bandundu, Democratic Republic of the Congo, Africa",Tolo,-2.9333333333,18.5666666667,01.12.1913,31.12.1913
ZMB_Orth_BA000074S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,Oxyini,Oxya,,agavisa,f. robusta,"Oxya agavisa f. robusta Tsai, 1931",Asia,China,Guangdong [Kwangtung],,"Guangdong [Kwangtung], China, Asia","Northern Kwangtung, Mann tsi shan",,,26.08.1915,
ZMB_Orth_BA000075S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Hemiacridinae,Hieroglyphini,Parahieroglyphus,,bilineatus,,"Parahieroglyphus bilineatus (I. Bolivar, 1912)",Asia,,,,Asia,Asia,,,,
ZMB_Orth_BA000075S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Hemiacridinae,Hieroglyphini,Parahieroglyphus,,bilineatus,,"Parahieroglyphus bilineatus (I. Bolivar, 1912)",Asia,,,,Asia,Asia,,,,
ZMB_Orth_BA000076S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Meltripata,,antennata,,"Meltripata antennata (Miller, 1934)",Asia,Malaysia,Pahang,,"Pahang, Malaysia, Asia",Pahang,,,11.06.1932,
ZMB_Orth_BA000077S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Meltripata,,javana,,"Meltripata javana Ramme, 1941",Asia,Indonesia,Jawa [Java],,"Jawa [Java], Indonesia, Asia",Jawa [Java],-7.5000000000,110.0000000000,,
ZMB_Orth_BA000078S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,Stolziini,Stolzia,,javana,,"Stolzia javana Ramme, 1941",Asia,Indonesia,Jawa [Java],,"Jawa [Java], Indonesia, Asia",Jawa [Java],-7.5000000000,110.0000000000,,
ZMB_Orth_BA000079S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Deliacris,,tuberculata,,"Deliacris tuberculata Ramme, 1941",Asia,Indonesia,Sumatera Utara [North Sumatra],,"Sumatera Utara [North Sumatra], Indonesia, Asia",Deli,,,,
ZMB_Orth_BA000079S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Deliacris,,tuberculata,,"Deliacris tuberculata Ramme, 1941",Asia,Indonesia,Sumatera [Sumatra],,"Sumatera [Sumatra], Indonesia, Asia",Soekaranda,,,,
ZMB_Orth_BA000081S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Bumacris,Bumacris,bougainvillea,,"Bumacris Bumacris bougainvillea Ramme, 1941",Oceania,Papua New Guinea,Bougainville Island,,"Bougainville Island, Papua New Guinea, Oceania",Bougainville Island,-6.0000000000,155.0000000000,,
ZMB_Orth_BA000082S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Bumacris,Bumacris,leveri,,"Bumacris Bumacris leveri Uvarov, 1937",Oceania,Papua New Guinea,Santa Isabel,,"Santa Isabel, Papua New Guinea, Oceania",Regi/Tatamba,,,,
ZMB_Orth_BA000083S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,Tauchirini,Tauchira,,abbreviata,,"Tauchira abbreviata (Serville, 1839)",Asia,Indonesia,Jawa [Java],,"Jawa [Java], Indonesia, Asia",Jawa [Java],-7.5000000000,110.0000000000,,
ZMB_Orth_BA000084S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,Oxyini,Thanmoia,,gustavi,,"Thanmoia gustavi Ramme, 1941",Asia,Vietnam,Tonkin,,"Tonkin, Vietnam, Asia",Than – Moi,,,,
ZMB_Orth_BA000085S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,Tauchirini,Tauchira,,bifasciata,,"Tauchira bifasciata (Willemse, C., 1925)",Asia,Malaysia,South Perak,,"South Perak, Malaysia, Asia","Kinta Valley, September - Oktober",,,,
ZMB_Orth_BA000086S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,Tauchirini,Tauchira,,elegantula,,"Tauchira elegantula (Willemse, C., 1930)",Asia,Indonesia,Sumatera Barat [West Sumatra],,"Sumatera Barat [West Sumatra], Indonesia, Asia","Tandjunggadang, west coast of Sumatra",,,01.02.1926,28.02.1926
ZMB_Orth_BA000086S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,Tauchirini,Tauchira,,elegantula,,"Tauchira elegantula (Willemse, C., 1930)",Asia,Indonesia,Sumatera Barat [West Sumatra],,"Sumatera Barat [West Sumatra], Indonesia, Asia","Tandjunggadang, west coast of Sumatra",,,01.02.1926,28.02.1926
ZMB_Orth_BA000087S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,Tauchirini,Tauchira,,karnyi,,"Tauchira karnyi (Willemse, 1925)",Asia,Malaysia,Pahang,,"Pahang, Malaysia, Asia",Gunong Pahang,,,16.12.1921,
ZMB_Orth_BA000088S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Maga,,crassa,,"Maga crassa Ramme, 1941",Asia,Philippines,Mindanao,,"Mindanao, Philippines, Asia",Mindanao,8.0000000000,125.0000000000,,
ZMB_Orth_BA000089S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Racilia,,femoralis,,"Racilia femoralis Stal, 1878",Asia,Philippines,,,"Philippines, Asia",Philippines,,,,
ZMB_Orth_BA000091S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Racilia,,abbreviata,,"Racilia abbreviata Ramme, 1941",Asia,Philippines,Mindanao,,"Mindanao, Philippines, Asia",Mindanao,8.0000000000,125.0000000000,,
ZMB_Orth_BA000093S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Chitaura,,bivittata,,"Chitaura bivittata Ramme, 1941",Asia,Indonesia,Maluku [Moluccas],,"Maluku [Moluccas], Indonesia, Asia",Ceram (Seram) Islands,-3.0000000000,129.0000000000,,
ZMB_Orth_BA000093S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Chitaura,,bivittata,,"Chitaura bivittata Ramme, 1941",Asia,Indonesia,Maluku [Moluccas],,"Maluku [Moluccas], Indonesia, Asia",Ceram (Seram) Islands,-3.0000000000,129.0000000000,,
ZMB_Orth_BA000094S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Chitaura,,moluccensis,,"Chitaura moluccensis Ramme, 1941",Asia,Indonesia,Maluku [Moluccas],,"Maluku [Moluccas], Indonesia, Asia",Ambon [Island Amboina],-3.6666666667,128.1666666667,,
ZMB_Orth_BA000095S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,Oxyini,Caryanda,,palawana,,"Caryanda palawana (Ramme, 1941)",Asia,Philippines,Palawan,,"Palawan, Philippines, Asia",Palawan,9.5000000000,118.5000000000,,
ZMB_Orth_BA000096S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,Praxibulini,Methiola,,picta,picta,"Methiola picta picta Sjostedt, 1920",Oceania,Australia,Queensland,,"Queensland, Australia, Oceania",Atherton,,,,
ZMB_Orth_BA000096S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,Praxibulini,Methiola,,picta,picta,"Methiola picta picta Sjostedt, 1920",Oceania,Australia,Queensland,,"Queensland, Australia, Oceania",Atherton,,,,
ZMB_Orth_BA000097S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S06,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S07,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S08,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S09,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S10,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S11,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S12,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S13,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000097S14,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,bellula,,"Badistica bellula Karsch, 1891",Africa,Cameroon,Sud-Ouest or Littoral,,"Sud-Ouest or Littoral, Cameroon, Africa",Barombi-Station,4.6666666667,9.3833333333,,
ZMB_Orth_BA000098S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,simpsoni,,"Badistica simpsoni Ramme, 1929",Africa,Sierra Leone,,,"Sierra Leone, Africa",Kayima,8.8833333333,-11.1666666667,25.06.1912,
ZMB_Orth_BA000099S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oxyinae,,Badistica,,ornata,,"Badistica ornata I. Bolivar, 1905",Africa,Ghana,Ashanti region,,"Ashanti region, Ghana, Africa",Ashanti region,6.7500000000,-1.5000000000,,
ZMB_Orth_BA000100S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Spathosterninae,Spathosternini,Spathosternum,,pygmaeum,,"Spathosternum pygmaeum Karsch, 1893",Africa,Ghana,,,"Ghana, Africa",Bismarckburg,8.1833333333,0.6833333333,01.11.1890,15.12.1890
ZMB_Orth_BA000101S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Spathosterninae,Spathosternini,Paraspathosternum,,stenopterum,,"Paraspathosternum stenopterum Ramme, 1929",Africa,Tanzania,,,"Tanzania, Africa",‘East Africa‘,,,,
ZMB_Orth_BA000101S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Spathosterninae,Spathosternini,Paraspathosternum,,stenopterum,,"Paraspathosternum stenopterum Ramme, 1929",Africa,Tanzania,Tanga,,"Tanga, Tanzania, Africa","Tanga, ‘Evang. Mission‘",-5.0666666667,39.1000000000,,
ZMB_Orth_BA000101S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Pododula,,ancisa,,"Pododula ancisa Karsch, 1896",Africa,,,,Africa,Misahöhe,,,04.06.1894,
ZMB_Orth_BA000101S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Catantopinae,,Pododula,,ancisa,,"Pododula ancisa Karsch, 1896",Africa,,,,Africa,Misahöhe,,,24.06.1894,
ZMB_Orth_BA000102S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Tropidopolinae,Tristriini,Tristria,,marginicosta,,"Tristria marginicosta Karsch, 1896",Africa,Sierra Leone,,,"Sierra Leone, Africa",Sierra Leone,,,,
ZMB_Orth_BA000102S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Tropidopolinae,Tristriini,Tristria,,marginicosta,,"Tristria marginicosta Karsch, 1896",Africa,,,,Africa,Misahöhe,6.9833333333,0.6166666667,01.01.1893,31.12.1893
ZMB_Orth_BA000103S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Tropidopolinae,Tristriini,Tristria,,musanae,,"Tristria musanae Sjostedt, 1931",Africa,,,,Africa,Musana,,,,
ZMB_Orth_BA000103S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Tropidopolinae,Tristriini,Tristria,,musanae,,"Tristria musanae Sjostedt, 1931",Africa,,,,Africa,Musana,,,,
ZMB_Orth_BA000104S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Hemiacridinae,Leptacrini,Leptacris,,rosea,,"Leptacris rosea (Ramme, 1929)",Africa,Cameroon,Nord-Ouest,,"Nord-Ouest, Cameroon, Africa",Djutitsa near Bamenda,5.9333333333,10.1666666667,15.10.1908,17.10.1908
ZMB_Orth_BA000105S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Hemiacridinae,Leptacrini,Leptacris,,monteiroi,hova,"Leptacris monteiroi hova (Karsch, 1896)",Africa,Madagascar,,,"Madagascar, Africa",Madagascar,,,,
ZMB_Orth_BA000106S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Hemiacridinae,Leptacrini,Meruana,,usambarica,,"Meruana usambarica (Karsch, 1896)",Africa,Tanzania,Tanga,,"Tanga, Tanzania, Africa","Usambara, Bondei",,,,
ZMB_Orth_BA000107S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Copiocerinae,Copiocerini,Adimantus,,cubiceps,,"Adimantus cubiceps (Gerstaecker, 1873)",South America,Brazil,São Paulo,,"São Paulo, Brazil, South America",Salto Grande [at Paranapanema River],-22.9000000000,-49.9833333333,,
ZMB_Orth_BA000108S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Copiocerinae,Aleuasini,Zygoclistron,,falconinum,,"Zygoclistron falconinum (Gerstaecker, 1873)",South America,Brazil,Rio de Janeiro,,"Rio de Janeiro, Brazil, South America",Rio de Janeiro,-22.9000000000,-43.2333333333,,
ZMB_Orth_BA000109S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Copiocerinae,Copiocerini,Copiocera,,lepida,,"Copiocera lepida Gerstaecker, 1889",South America,Brazil,Amazonas,,"Amazonas, Brazil, South America",Fonte Boa,-2.5333333333,-66.0166666667,,
ZMB_Orth_BA000109S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Copiocerinae,Copiocerini,Copiocera,,lepida,,"Copiocera lepida Gerstaecker, 1889",South America,Brazil,Amazonas,,"Amazonas, Brazil, South America",Fonte Boa,-2.5333333333,-66.0166666667,,
ZMB_Orth_BA000110S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Proctolabinae,Coscineutini,Coscineuta,,trochilus,,"Coscineuta trochilus (Gerstaecker, 1873)",South America,Colombia,,,"Colombia, South America",Bogota,,,,
ZMB_Orth_BA000110S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Proctolabinae,Coscineutini,Coscineuta,,trochilus,,"Coscineuta trochilus (Gerstaecker, 1873)",South America,Colombia,,,"Colombia, South America",Bogota,,,,
ZMB_Orth_BA000110S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Proctolabinae,Coscineutini,Coscineuta,,trochilus,,"Coscineuta trochilus (Gerstaecker, 1873)",South America,Colombia,,,"Colombia, South America",Bogota,,,,
ZMB_Orth_BA000110S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Proctolabinae,Coscineutini,Coscineuta,,trochilus,,"Coscineuta trochilus (Gerstaecker, 1873)",South America,Colombia,,,"Colombia, South America",Bogota,,,,
ZMB_Orth_BA000110S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Proctolabinae,Coscineutini,Coscineuta,,trochilus,,"Coscineuta trochilus (Gerstaecker, 1873)",South America,Colombia,,,"Colombia, South America",Bogota,,,,
ZMB_Orth_BA000111S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Proctolabinae,Coscineutini,Coscineuta,,bracteata,,"Coscineuta bracteata Gerstaecker, 1873",South America,Brazil,Pará,,"Pará, Brazil, South America",Pará,,,,
ZMB_Orth_BA000111S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Proctolabinae,Coscineutini,Coscineuta,,bracteata,,"Coscineuta bracteata Gerstaecker, 1873",South America,Brazil,Pará,,"Pará, Brazil, South America",Pará,,,,
